toast_item,reason,candidate_recipe_name,candidate_recipe_id,candidate_recipe_type,candidate_category,recipe_cost,menu_price,is_inactive,score
Mocha Milkshake (boozy! 21+),fuzzy match,Chocolate Milkshake,298401036,Drinks,MENU,3.31,3.31,False,0.591
Mocha Milkshake (boozy! 21+),fuzzy match,Black and White Milkshake,401527771,Drinks,MENU,3.57,3.57,True,0.565
Mocha Milkshake (boozy! 21+),fuzzy match,Fomu Vanilla Milkshake,505857822,Drinks,MENU,2,2,False,0.553
Mushroom Barley Soup (frozen quart),fuzzy match,Mushroom Barley Soup (retail quart),527932246,Freezer,MENU,3.5,3.5,False,0.879
Mushroom Barley Soup (frozen quart),fuzzy match,Quart Matzah Ball Soup (hot),245899631,Soups & Salads,MENU,1.76,1.76,False,0.644
Mushroom Barley Soup (frozen quart),fuzzy match,Quart Matzah Ball Soup,245901621,Freezer,MENU,1.95,1.95,False,0.618
Mushroom Barley Soup (frozen quart),fuzzy match,Tomato Tahini Soup - retail quart,375816488,Soups & Salads,MENU,4.75,4.75,False,0.562
Mushroom Barley Soup (frozen quart),fuzzy match,Mushroom Grilled Cheese,976728904,Sandwiches,MENU,4.71,4.71,True,0.536
"Need cutlery, napkins, or handle bag?",fuzzy match,Monsoon NOT AR Needs Ginger Habanero Syrup,973149888,Cocktail,BAR,1.03,1.03,False,0.519
"Need cutlery, napkins, or handle bag?",fuzzy match,Deadman's Handle,847394771,Cocktail,BAR,3.5,3.5,True,0.48
"Need cutlery, napkins, or handle bag?",fuzzy match,Deli Classics for the Whole Family,338665944,Packages,MENU,14.19,14.19,False,0.464
"Need cutlery, napkins, or handle bag?",fuzzy match,1/4# Nova Lox - hand sliced,301908283,Deli Case,MENU,3.91,3.91,False,0.452
Noodle Kugel (frozen) (v),fuzzy match,Noodle Kugel (retail),301909008,Freezer,MENU,3.81,3.81,False,0.789
Noodle Kugel (frozen) (v),fuzzy match,Potato Latkes (Frozen),239723393,Freezer,MENU,2.01,2.01,False,0.615
Noodle Kugel (frozen) (v),fuzzy match,Leon Gold Rose,684911854,Wine,BAR,2.22,2.22,True,0.545
Noodle Kugel (frozen) (v),fuzzy match,Bulk Bagels - Baker's Dozen,375238896,Breads,MENU,2.35,2.35,False,0.512
Noodle Kugel (frozen) (v),fuzzy match,Candy Apple Jack Rose,997226170,Cocktail,BAR,2.22,2.22,True,0.5
Nova Lox (1/2 lb hand-sliced),fuzzy match,1/4# Nova Lox - hand sliced,301908283,Deli Case,MENU,3.91,3.91,False,0.963
Nova Lox (1/2 lb hand-sliced),fuzzy match,1/2# Nova (hand-sliced),247931929,Deli Case,MENU,7.69,7.69,False,0.92
Nova Lox (1/2 lb hand-sliced),fuzzy match,Nova Lox Sandwich,247935973,Sandwiches,MENU,3.41,3.41,False,0.636
Nova Lox (1/2 lb hand-sliced),fuzzy match,Pearl Salami - 1/2# retail,375804563,Deli Case,MENU,3.34,3.34,False,0.528
Nova Lox (1/2 lb hand-sliced),fuzzy match,Half Loaf A&J King Seeded Rye Bread,333484518,Breads,MENU,3.8,3.8,False,0.526
Nova Lox (1/2 lb retail package),fuzzy match,Pastrami Lox - Retail 1/4#,408874951,Deli Case,MENU,2.38,2.38,True,0.714
Nova Lox (1/2 lb retail package),fuzzy match,Pearl Salami - 1/2# retail,375804563,Deli Case,MENU,3.34,3.34,False,0.607
Nova Lox (1/2 lb retail package),fuzzy match,1/4# Nova Lox - hand sliced,301908283,Deli Case,MENU,3.91,3.91,False,0.596
Nova Lox (1/2 lb retail package),fuzzy match,1/2 Pint Retail Hot Aioli,467017731,Retail,MENU,1.99,1.99,False,0.582
Nova Lox (1/2 lb retail package),fuzzy match,1/2# Nova (hand-sliced),247931929,Deli Case,MENU,7.69,7.69,False,0.528
Nova Lox (1/4 lb retail package),fuzzy match,Pastrami Lox - Retail 1/4#,408874951,Deli Case,MENU,2.38,2.38,True,0.75
Nova Lox (1/4 lb retail package),fuzzy match,1/4# Nova Lox - hand sliced,301908283,Deli Case,MENU,3.91,3.91,False,0.632
Nova Lox (1/4 lb retail package),fuzzy match,Pearl Salami - 1/2# retail,375804563,Deli Case,MENU,3.34,3.34,False,0.571
Nova Lox (1/4 lb retail package),fuzzy match,1/2 Pint Retail Hot Aioli,467017731,Retail,MENU,1.99,1.99,False,0.545
Nova Lox (1/4 lb retail package),fuzzy match,Nova Lox Sandwich,247935973,Sandwiches,MENU,3.41,3.41,False,0.511
Orthodox Chew each,fuzzy match,"Candy, Orthodox Chews",413232050,Retail,MENU,0.01,0.01,False,0.788
Orthodox Chew each,fuzzy match,Oyster By the Each,873147925,Appetizers,MENU,0.8,0.8,False,0.556
Orthodox Chew each,fuzzy match,"Rugelach, Chocolate - 1 each",338646536,Pastries,MENU,0.09,0.09,False,0.512
Orthodox Chew each,fuzzy match,Hot Chicken,298755467,Entree Plates,MENU,7.55,7.55,True,0.5
Orthodox Chew each,fuzzy match,Rochefort 8,421845248,Beer,BAR,3.83,3.83,False,0.5
"Pastrami Bolognese (frozen, pint)",fuzzy match,Pastrami Burger,245904775,Sandwiches,MENU,3.32,3.32,True,0.578
"Pastrami Bolognese (frozen, pint)",fuzzy match,"Pastrami, Egg, and Cheese Sandwich",245922083,Sandwiches,MENU,1.95,1.95,False,0.552
"Pastrami Bolognese (frozen, pint)",fuzzy match,Hot Pastrami (4 oz.) Sandwich,240471448,Sandwiches,MENU,3.36,3.36,False,0.536
"Pastrami Bolognese (frozen, pint)",fuzzy match,Hot Pastrami (8 oz.) Sandwich,240471777,Sandwiches,MENU,6.1,6.1,False,0.536
"Pastrami Bolognese (frozen, pint)",fuzzy match,Pastrami Reuben,245810170,Sandwiches,MENU,3.63,3.63,False,0.533
"Pastrami, Egg, and Cheese",fuzzy match,"Pastrami, Egg, and Cheese Sandwich",245922083,Sandwiches,MENU,1.95,1.95,False,0.836
"Pastrami, Egg, and Cheese",fuzzy match,"Mushroom, Egg & Cheese",409362374,Sandwiches,MENU,1.51,1.51,False,0.783
"Pastrami, Egg, and Cheese",fuzzy match,"Salami, Egg, and Cheese Sandwich",245925260,Sandwiches,MENU,1.8,1.8,False,0.717
"Pastrami, Egg, and Cheese",fuzzy match,Warm Goat Cheese,576545570,Appetizers,MENU,2.05,2.05,True,0.686
"Pastrami, Egg, and Cheese",fuzzy match,Egg and Cheese Sandwich,245921399,Sandwiches,MENU,0.56,0.56,False,0.684
Pickle Cotton Candy,fuzzy match,"Candy, Pickle Cotton Candy",413236627,Retail,MENU,2.54,2.54,False,1.0
Pickle Cotton Candy,fuzzy match,Bread and Butter Pickles ,1176918695,Appetizers,MENU,0.56,0.56,False,0.615
Pickle Cotton Candy,fuzzy match,"Candy, Fruit Slice",413230709,Retail,MENU,0.66,0.66,False,0.611
Pickle Cotton Candy,fuzzy match,Cap- Pickles the Great,413859033,Retail,MENU,15,15,False,0.611
Pickle Cotton Candy,fuzzy match,Cactus Prick,972605858,Cocktail List,BAR,0.29,0.29,False,0.581
Pickle Salt (4oz),fuzzy match,Pickled Carrots - Retail,375801415,Deli Case,MENU,0.57,0.57,False,0.595
Pickle Salt (4oz),fuzzy match,Pickles the 'Tini,298380004,Cocktail,BAR,39.89,39.89,False,0.593
Pickle Salt (4oz),fuzzy match,Side of Pickles,301811410,Sides,MENU,0.93,0.93,False,0.593
Pickle Salt (4oz),fuzzy match,Pint Pickled Eggs,467049715,Retail,MENU,1.95,1.95,False,0.562
Pickle Salt (4oz),fuzzy match,Retail - Pickled Herring,425498272,Deli Case,MENU,3.23,3.23,True,0.541
Pickled Carrots (half pint),fuzzy match,Pickled Carrots - Retail,375801415,Deli Case,MENU,0.57,0.57,False,0.739
Pickled Carrots (half pint),fuzzy match,Pint Pickled Eggs,467049715,Retail,MENU,1.95,1.95,False,0.683
Pickled Carrots (half pint),fuzzy match,1/2 Pint Hot Paste,467047904,Retail,MENU,2.5,2.5,False,0.667
Pickled Carrots (half pint),fuzzy match,1/2 Pint Pickled Shiitakes,467048996,Retail,MENU,2.03,2.03,False,0.667
Pickled Carrots (half pint),fuzzy match,Apple Sauce (half pint),236410029,Deli Case,MENU,1.21,1.21,False,0.636
Pickled Green Tomatoes (quart),fuzzy match,Pickled Green Tomatoes (retail Pint),301896777,Deli Case,MENU,3.29,3.29,False,0.806
Pickled Green Tomatoes (quart),fuzzy match,1/2 Sour Pickles (retail Quart),301895879,Deli Case,MENU,4.08,4.08,False,0.596
Pickled Green Tomatoes (quart),fuzzy match,1/2 Pint Pickled Shiitakes,467048996,Retail,MENU,2.03,2.03,False,0.556
Pickled Green Tomatoes (quart),fuzzy match,Beef Borscht (retail quart),301910878,Freezer,MENU,5.22,5.22,False,0.491
Pickled Green Tomatoes (quart),fuzzy match,Cap- Pickles the Great,413859033,Retail,MENU,15,15,False,0.49
Pickled Herring in Wine (half pint),fuzzy match,Herring in Wine (half pint),301905947,Deli Case,MENU,3.3,3.3,False,0.857
Pickled Herring in Wine (half pint),fuzzy match,1/2 Pint Pickled Shiitakes,467048996,Retail,MENU,2.03,2.03,False,0.691
Pickled Herring in Wine (half pint),fuzzy match,Retail - Pickled Herring,425498272,Deli Case,MENU,3.23,3.23,True,0.667
Pickled Herring in Wine (half pint),fuzzy match,Pint Pickled Eggs,467049715,Retail,MENU,1.95,1.95,False,0.652
Pickled Herring in Wine (half pint),fuzzy match,Chicken Salad (half pint),239547824,Deli Case,MENU,1.39,1.39,False,0.588
Pinot Project Pinot Grigio,fuzzy match,Pint Remnant Hangtime ,417057297,Draught Beer Pint,BAR,2.22,2.22,False,0.537
Pinot Project Pinot Grigio,fuzzy match,Pint Sacred Profane Dark Lager,417307221,Draught Beer Pint,BAR,2.29,2.29,False,0.52
Pinot Project Pinot Grigio,fuzzy match,St George Terroir Gin Gibson,601956351,Cocktail,BAR,2.86,2.86,False,0.5
Pinot Project Pinot Grigio,fuzzy match,1/2 Pint Retail Hot Aioli,467017731,Retail,MENU,1.99,1.99,False,0.489
Pinot Project Pinot Grigio,fuzzy match,Herring in Wine (half pint),301905947,Deli Case,MENU,3.3,3.3,False,0.488
Pinot Project ROSE (Copy),fuzzy match,Este Vinho Verde Rose Can,401551612,Drinks,MENU,2.25,2.25,True,0.542
Pinot Project ROSE (Copy),fuzzy match,Pint Prairie Rainbow Sherbet,421227881,Draught Beer,BAR,2.88,2.88,True,0.51
Pinot Project ROSE (Copy),fuzzy match,Potato Salad (half pint),239573598,Deli Case,MENU,0.78,0.78,False,0.5
Pinot Project ROSE (Copy),fuzzy match,Pint Sacred Profane Dark Lager,417307221,Draught Beer Pint,BAR,2.29,2.29,False,0.491
Pinot Project ROSE (Copy),fuzzy match,Pimento Cheese Dip,298739889,Appetizers,MENU,0.91,0.91,False,0.488
Polar Seltzer,fuzzy match,Polar Seltzer Water,379459268,Drinks,MENU,0.64,0.64,False,0.812
Polar Seltzer,fuzzy match,Silver Dollar,323431456,Cocktail,BAR,2.88,2.88,True,0.692
Polar Seltzer,fuzzy match,Siete Leguas,816649636,Spirits,BAR,88.07,88.07,False,0.56
Polar Seltzer,fuzzy match,Pastry Platter (large),1262816611,Platters,MENU,14.56,14.56,False,0.545
Polar Seltzer,fuzzy match,Seder Plate - Passover,587231076,Holiday Items,MENU,6.79,6.79,False,0.545
Potato Knish (frozen) (v+),fuzzy match,Potato Knish Frozen 4 pack,375813038,Freezer,MENU,1.13,1.13,False,0.844
Potato Knish (frozen) (v+),fuzzy match,Potato Latkes (Frozen),239723393,Freezer,MENU,2.01,2.01,False,0.821
Potato Knish (frozen) (v+),fuzzy match,Meat Knish Frozen 4 Pack,375807978,Freezer,MENU,3.38,3.38,False,0.698
Potato Knish (frozen) (v+),fuzzy match,Bag O' Potato Chips,301817180,Sides,MENU,1.21,1.21,True,0.581
Potato Knish (frozen) (v+),fuzzy match,Hal's Potato Chips  - BBQ,412110878,Sides,MENU,1,1,True,0.55
Raspberry Walnut Rugelach each (v),fuzzy match,"Rugelach, Raspberry - 1 each",338660566,Pastries,MENU,0.14,0.14,False,0.8
Raspberry Walnut Rugelach each (v),fuzzy match,Raspberry Sufganiyot,316351508,Holiday Items,MENU,0.84,0.84,False,0.667
Raspberry Walnut Rugelach each (v),fuzzy match,Raspberry Lime Rickey (HQ/WS),417106209,Drinks,MENU,1.57,1.57,False,0.561
Raspberry Walnut Rugelach each (v),fuzzy match,Raspberry Lime Ricky (HSP),476126381,Drinks,MENU,0.7,0.7,False,0.556
Raspberry Walnut Rugelach each (v),fuzzy match,Green Walnut,387970942,Cocktail List,BAR,1.99,1.99,False,0.541
Redeemed Drink Ticket,fuzzy match,Red Drink,909515255,Cocktail,BAR,3.24,3.24,True,0.6
Redeemed Drink Ticket,fuzzy match,De Ranke Cuvee,708774359,Beer,BAR,15,15,True,0.514
Redeemed Drink Ticket,fuzzy match,Freezer Martini,841245484,Cocktail,BAR,2.14,2.14,False,0.5
Redeemed Drink Ticket,fuzzy match,Retail - Everything Spice,413836310,Retail,MENU,1.19,1.19,False,0.5
Redeemed Drink Ticket,fuzzy match,Bread and Butter Pickles ,1176918695,Appetizers,MENU,0.56,0.56,False,0.489
Rendez Vous Hard Candy,fuzzy match,"Candy, Rendez Vous Hard Candy",413237108,Retail,MENU,1.92,1.92,False,1.0
Rendez Vous Hard Candy,fuzzy match,"Candy, C-Howard's Violets",413235074,Retail,MENU,0.9,0.9,False,0.651
Rendez Vous Hard Candy,fuzzy match,"Candy,  C-Howard's Lemon Mints",413232677,Retail,MENU,0.9,0.9,False,0.638
Rendez Vous Hard Candy,fuzzy match,"Candy, C-Howard's Scented Gum",413233021,Retail,MENU,0.9,0.9,False,0.596
Rendez Vous Hard Candy,fuzzy match,"Candy, C-Howard's Spearmint Mints",413234058,Retail,MENU,0.9,0.9,False,0.51
Rescue Club Pils (non-alcoholic),fuzzy match,French Onion Aioli,826808259,Big Dipper Sauces,MENU,0.17,0.17,False,0.5
Rescue Club Pils (non-alcoholic),fuzzy match,Red Curry Chicken Pot Pie,873140065,Entree Plates,MENU,2.22,2.22,False,0.473
Rescue Club Pils (non-alcoholic),fuzzy match,"Seed & Mill, Coconut",413243105,Retail,MENU,1.11,1.11,True,0.468
Rescue Club Pils (non-alcoholic),fuzzy match,Classic Nova Platter - NO BAGELS,1139943334,Platters,MENU,26.83,26.83,False,0.467
Rescue Club Pils (non-alcoholic),fuzzy match,Side Sauce- Nashville Hot Aioli,298739247,Big Dipper Sauces,MENU,0.34,0.34,False,0.467
Russian Dressing (10oz),fuzzy match,Side of Russian Dressing,301818243,Sides,MENU,0.1,0.1,False,0.762
Russian Dressing (10oz),fuzzy match,Russian Dressing (retail-12 oz squeeze bottle),297615674,Deli Case,MENU,2.08,2.08,False,0.615
Russian Dressing (10oz),fuzzy match,Mustang Island - Single,404240679,Cocktail,BAR,1.74,1.74,False,0.476
Russian Dressing (10oz),fuzzy match,Gin Drink,513269294,Cocktail,BAR,1.57,1.57,True,0.467
Russian Dressing (10oz),fuzzy match,Catering - Yogurt & Fruit Spread for 10,1256504673,Dinner Catering,MENU,18.17,18.17,False,0.462
Salad Bar Salad (v/v+),fuzzy match,Kale Caesar Salad,1124637946,Appetizers,MENU,0.95,0.95,False,0.688
Salad Bar Salad (v/v+),fuzzy match,Cottage Salad,245888847,Soups & Salads,MENU,7.36,7.36,True,0.636
Salad Bar Salad (v/v+),fuzzy match,Mamaleh's Big Salad,245887524,Soups & Salads,MENU,4.92,4.92,False,0.606
Salad Bar Salad (v/v+),fuzzy match,Air Mail,387317621,Cocktail,BAR,2.05,2.05,False,0.588
Salad Bar Salad (v/v+),fuzzy match,Cold Brew,973679116,N/A Bev,BAR,0.6,0.6,False,0.556
"Salami, Egg, and Cheese",fuzzy match,"Salami, Egg, and Cheese Sandwich",245925260,Sandwiches,MENU,1.8,1.8,False,0.824
"Salami, Egg, and Cheese",fuzzy match,Egg and Cheese Sandwich,245921399,Sandwiches,MENU,0.56,0.56,False,0.778
"Salami, Egg, and Cheese",fuzzy match,"Mushroom, Egg & Cheese",409362374,Sandwiches,MENU,1.51,1.51,False,0.773
"Salami, Egg, and Cheese",fuzzy match,"Pastrami, Egg, and Cheese Sandwich",245922083,Sandwiches,MENU,1.95,1.95,False,0.717
"Salami, Egg, and Cheese",fuzzy match,Mac & Cheese,488869537,Entree Plates,MENU,3.75,3.75,True,0.686
Seed + Mill Chocolate Halva,fuzzy match,"Seed & Mill, Chocolate",413242300,Retail,MENU,6.35,6.35,False,0.864
Seed + Mill Chocolate Halva,fuzzy match,"Seed & Mill, Coconut",413243105,Retail,MENU,1.11,1.11,True,0.714
Seed + Mill Chocolate Halva,fuzzy match,Chocolate Milkshake,298401036,Drinks,MENU,3.31,3.31,False,0.682
Seed + Mill Chocolate Halva,fuzzy match,Chocolate Milk - Mapleline,379463189,Drinks,MENU,1.9,1.9,False,0.653
Seed + Mill Chocolate Halva,fuzzy match,"Banana, Halvah & Chocolate Chunk Muffins",249891257,Pastries,MENU,0.59,0.59,False,0.613
Seed + Mill Pistachio Halva,fuzzy match,"Seed & Mill, Pistachio",413242624,Retail,MENU,6.35,6.35,False,0.864
Seed + Mill Pistachio Halva,fuzzy match,"Seed & Mill, Chocolate",413242300,Retail,MENU,6.35,6.35,False,0.6
Seed + Mill Pistachio Halva,fuzzy match,"Seed & Mill, Cardamom",413241865,Retail,MENU,6.35,6.35,False,0.558
Seed + Mill Pistachio Halva,fuzzy match,Mini Pitcher SP Dark,933377659,Draught Beer,BAR,4.89,4.89,False,0.533
Seed + Mill Pistachio Halva,fuzzy match,Side of Potato Salad,301817399,Sides,MENU,0.72,0.72,False,0.511
Seedy Everything Crackers (9oz bag),fuzzy match,Retail - Seedy Everything Crackers,425513959,Retail,MENU,1.46,1.46,False,0.82
Seedy Everything Crackers (9oz bag),fuzzy match,Everything Bagel,246271713,Breads,MENU,0.18,0.18,False,0.578
Seedy Everything Crackers (9oz bag),fuzzy match,Retail - Everything Spice,413836310,Retail,MENU,1.19,1.19,False,0.536
Seedy Everything Crackers (9oz bag),fuzzy match,Cranberry Sauce (half pint),500617995,Holiday Items,MENU,1.92,1.92,False,0.491
Seedy Everything Crackers (9oz bag),fuzzy match,Honey Glazed Chicken Thighs,476843374,Holiday Items,MENU,5.09,5.09,False,0.464
Sesame Crunch Candy each,fuzzy match,"Candy, Sesame Crunch",413237895,Retail,MENU,0.09,0.09,False,1.0
Sesame Crunch Candy each,fuzzy match,"Candy, Fruit Slice",413230709,Retail,MENU,0.66,0.66,False,0.611
Sesame Crunch Candy each,fuzzy match,Bodega Brunch - B.E.C.,593641439,Brunch Menu,MENU,0.93,0.93,False,0.558
Sesame Crunch Candy each,fuzzy match,Kronan Swedish Punsch,816678041,Spirits,BAR,0,,False,0.55
Sesame Crunch Candy each,fuzzy match,Bad Seed Cider,421842601,Beer,BAR,2.27,2.27,True,0.545
Sesame Tahini Cookie (v),fuzzy match,Tahini Cookie,401565134,Pastries,MENU,0.2,0.2,False,0.788
Sesame Tahini Cookie (v),fuzzy match,Hamantaschen - Chocolate Tahini,351522472,Pastries,MENU,0.28,0.28,False,0.571
Sesame Tahini Cookie (v),fuzzy match,Chocolate Tahini Swirl Pie,490475812,Holiday Items,MENU,6.4,6.4,False,0.565
Sesame Tahini Cookie (v),fuzzy match,Pickles the 'Tini,298380004,Cocktail,BAR,39.89,39.89,False,0.562
Sesame Tahini Cookie (v),fuzzy match,Sesame Bagel,246303515,Breads,MENU,0.16,0.16,False,0.562
Side of Bagel Topping Veggies,fuzzy match,Bagel & Veggie Platter,401577391,Platters,MENU,12.41,12.41,False,0.609
Side of Bagel Topping Veggies,fuzzy match,Veggies per Person,259341922,Large Brunch Packages,MENU,0.94,0.94,False,0.591
Side of Bagel Topping Veggies,fuzzy match,Veggies + Nova per Person,259342402,Large Brunch Packages,MENU,2.35,2.35,False,0.571
Side of Bagel Topping Veggies,fuzzy match,"Bagel, Schmear, and Vegetables",247937282,Sandwiches,MENU,1.45,1.45,False,0.56
Side of Bagel Topping Veggies,fuzzy match,Side of Pickles,301811410,Sides,MENU,0.93,0.93,False,0.545
Side of Cream Cheese (2oz),fuzzy match,Side of Cream Cheese,301813400,Sides,MENU,0.29,0.29,False,0.909
Side of Cream Cheese (2oz),fuzzy match,Cream Cheese 2oz.,401556376,Sides,MENU,0,,True,0.865
Side of Cream Cheese (2oz),fuzzy match,Lox Cream Cheese (half pint),239550745,Deli Case,MENU,3.4,3.4,False,0.696
Side of Cream Cheese (2oz),fuzzy match,Veggie Cream Cheese (half pint),239554050,Deli Case,MENU,1.79,1.79,False,0.694
Side of Cream Cheese (2oz),fuzzy match,Dill Cream Cheese (half pint),239548270,Deli Case,MENU,1.9,1.9,False,0.681
Side of Deli Mustard,fuzzy match,Side of Mustard,301816892,Sides,MENU,0.28,0.28,False,0.857
Side of Deli Mustard,fuzzy match,Side of Russian Dressing,301818243,Sides,MENU,0.1,0.1,False,0.632
Side of Deli Mustard,fuzzy match,Side of Coleslaw,301812373,Sides,MENU,1,1,False,0.611
Side of Deli Mustard,fuzzy match,Apple Custard Pie - slice,622617086,Holiday Items,MENU,1.05,1.05,True,0.6
Side of Deli Mustard,fuzzy match,Del Mar,348323773,Cocktail,BAR,2.69,2.69,False,0.583
Side of Homemade Russian Dressing,fuzzy match,Side of Russian Dressing,301818243,Sides,MENU,0.1,0.1,False,0.842
Side of Homemade Russian Dressing,fuzzy match,Russian Dressing (retail-12 oz squeeze bottle),297615674,Deli Case,MENU,2.08,2.08,False,0.622
Side of Homemade Russian Dressing,fuzzy match,Side of Mustard,301816892,Sides,MENU,0.28,0.28,False,0.542
Side of Homemade Russian Dressing,fuzzy match,Bodega Brunch - Side Bacon,593671244,Brunch Menu,MENU,0.76,0.76,False,0.519
Side of Homemade Russian Dressing,fuzzy match,Bodega Brunch - Side Sausage,593672488,Brunch Menu,MENU,0.84,0.84,False,0.5
Side of Lox (2oz),fuzzy match,Glass of Milk - 12oz.,379461212,Drinks,MENU,0.97,0.97,False,0.606
Side of Lox (2oz),fuzzy match,Side of Pickles,301811410,Sides,MENU,0.93,0.93,False,0.6
Side of Lox (2oz),fuzzy match,12oz Black Iced Tea,298395533,Drinks,MENU,0.84,0.84,False,0.581
Side of Lox (2oz),fuzzy match,20oz Black Iced Tea,298396068,Drinks,MENU,0.98,0.98,False,0.581
Side of Lox (2oz),fuzzy match,Side of Coleslaw,301812373,Sides,MENU,1,1,False,0.581
Slivovitz (1oz),fuzzy match,Hugo Spritz,413490947,Cocktail,BAR,1.8,1.8,False,0.5
Slivovitz (1oz),fuzzy match,Bubbe's Broth - 12oz.,376421575,Drinks,MENU,0.78,0.78,False,0.467
Slivovitz (1oz),fuzzy match,Notch Kolsch 16oz can,935944204,Beer,BAR,2.65,2.65,True,0.467
Slivovitz (1oz),fuzzy match,Aperol Spritz,697255440,Cocktail,BAR,2.67,2.67,False,0.462
Slivovitz (1oz),fuzzy match,Chopped Liver (half pint),239549614,Deli Case,MENU,1.28,1.28,False,0.457
Smoked Fish Platter (serves 6),fuzzy match,Smoked Fish Platter (for 6),316850942,Large Brunch Packages,MENU,22.26,22.26,False,0.868
Smoked Fish Platter (serves 6),fuzzy match,Smoked FIsh Platter (for 2),316851975,Large Brunch Packages,MENU,11.7,11.7,False,0.83
Smoked Fish Platter (serves 6),fuzzy match,Fish Platter for 6,301792367,Sandwiches,MENU,19.14,19.14,False,0.696
Smoked Fish Platter (serves 6),fuzzy match,Fish Platter for 2,301792056,Sandwiches,MENU,7.6,7.6,False,0.652
Smoked Fish Platter (serves 6),fuzzy match,Fish Plate Veggies,301814958,Sides,MENU,1.2,1.2,False,0.609
Smoked Fish Platter for Two,fuzzy match,Smoked FIsh Platter (for 2),316851975,Large Brunch Packages,MENU,11.7,11.7,False,0.923
Smoked Fish Platter for Two,fuzzy match,Smoked Fish Platter (for 6),316850942,Large Brunch Packages,MENU,22.26,22.26,False,0.923
Smoked Fish Platter for Two,fuzzy match,Fish Platter for 2,301792056,Sandwiches,MENU,7.6,7.6,False,0.756
Smoked Fish Platter for Two,fuzzy match,Fish Platter for 6,301792367,Sandwiches,MENU,19.14,19.14,False,0.756
Smoked Fish Platter for Two,fuzzy match,Fish Plate Veggies,301814958,Sides,MENU,1.2,1.2,False,0.585
Smoked Mushroom Rachel (v),fuzzy match,Mushroom Rachel,301808180,Sandwiches,MENU,2.94,2.94,False,0.811
Smoked Mushroom Rachel (v),fuzzy match,Mushroom Reuben,301806339,Sandwiches,MENU,3.14,3.14,False,0.649
Smoked Mushroom Rachel (v),fuzzy match,Mushroom Gratin,576532188,Appetizers,MENU,13.17,13.17,True,0.595
Smoked Mushroom Rachel (v),fuzzy match,"Mushroom, Egg & Cheese",409362374,Sandwiches,MENU,1.51,1.51,False,0.578
Smoked Mushroom Rachel (v),fuzzy match,Mushroom Grilled Cheese,976728904,Sandwiches,MENU,4.71,4.71,True,0.578
Smoked Mushroom Reuben (v),fuzzy match,Mushroom Reuben,301806339,Sandwiches,MENU,3.14,3.14,False,0.811
Smoked Mushroom Reuben (v),fuzzy match,Mushroom Gratin,576532188,Appetizers,MENU,13.17,13.17,True,0.595
Smoked Mushroom Reuben (v),fuzzy match,Mushroom Rachel,301808180,Sandwiches,MENU,2.94,2.94,False,0.595
Smoked Mushroom Reuben (v),fuzzy match,Smoke Show,882322928,Cocktail,BAR,2.17,2.17,False,0.562
Smoked Mushroom Reuben (v),fuzzy match,Corned Beef Reuben,240473398,Sandwiches,MENU,4.27,4.27,False,0.55
Smoked Sable (1/4 lb hand sliced),fuzzy match,1/2# Nova (hand-sliced),247931929,Deli Case,MENU,7.69,7.69,False,0.704
Smoked Sable (1/4 lb hand sliced),fuzzy match,1/4# Nova Lox - hand sliced,301908283,Deli Case,MENU,3.91,3.91,False,0.69
Smoked Sable (1/4 lb hand sliced),fuzzy match,Smoked Salmon & Chickpea Bowl,920931787,Soups & Salads,MENU,3.44,3.44,False,0.581
Smoked Sable (1/4 lb hand sliced),fuzzy match,1/4# Sable,247932342,Deli Case,MENU,7.38,7.38,False,0.571
Smoked Sable (1/4 lb hand sliced),fuzzy match,Hot Corned Beef (4 oz.) Sandwich,240471688,Sandwiches,MENU,3.6,3.6,False,0.5
Smoked Sable Sandwich,fuzzy match,Sable Sandwich,247940838,Sandwiches,MENU,4.11,4.11,False,0.8
Smoked Sable Sandwich,fuzzy match,Egg Salad Sandwich,245863877,Sandwiches,MENU,1.13,1.13,False,0.718
Smoked Sable Sandwich,fuzzy match,Sable Sandwich 2.0,409363094,Sandwiches,MENU,4.11,4.11,False,0.718
Smoked Sable Sandwich,fuzzy match,Chicken Salad Sandwich,245861165,Sandwiches,MENU,1.52,1.52,False,0.698
Smoked Sable Sandwich,fuzzy match,Chopped Liver Sandwich,240470423,Sandwiches,MENU,2.61,2.61,False,0.698
Soom Chocolate Tahini (11oz),fuzzy match,Chocolate Tahini Swirl Pie,490475812,Holiday Items,MENU,6.4,6.4,False,0.692
Soom Chocolate Tahini (11oz),fuzzy match,Hamantaschen - Chocolate Tahini,351522472,Pastries,MENU,0.28,0.28,False,0.655
Soom Chocolate Tahini (11oz),fuzzy match,Chocolate Sufganiyot,622637235,Holiday Items,MENU,0.8,0.8,False,0.609
Soom Chocolate Tahini (11oz),fuzzy match,"Rugelach, Chocolate - 1 each",338646536,Pastries,MENU,0.09,0.09,False,0.609
Soom Chocolate Tahini (11oz),fuzzy match,Chocolate Milk - Mapleline,379463189,Drinks,MENU,1.9,1.9,False,0.6
Soom Sesame Tahini (11oz),fuzzy match,Dark Espresso Martini,253781084,Cocktail List,BAR,2.49,2.49,False,0.5
Soom Sesame Tahini (11oz),fuzzy match,Tahini Cookie,401565134,Pastries,MENU,0.2,0.2,False,0.5
